target,ref,t,match,gold,syn_def,definition,syn_words,syn,pos,id
classical,Hellenic,1868,True,-1,of or pertaining to or characteristic of the ancient Greek and Roman cultures,Pertaining to the Arts/Pertaining to composition/monumental/classic,"['classical', 'classic', 'Greco-Roman', 'Graeco-Roman', 'Hellenic']",Synset('classical.s.05'),adj,03.13.03.04.01|11
bedazzle,dazzle,1870,True,-1,to cause someone to lose clear vision especially from intense light,Give sight/vision to/Prevent from seeing/dazzle,"['dazzle', 'bedazzle', 'daze']",Synset('dazzle.v.01'),vt,01.09.08.04|04
bedazzle,daze,1870,True,-1,to cause someone to lose clear vision especially from intense light,Give sight/vision to/Prevent from seeing/dazzle,"['dazzle', 'bedazzle', 'daze']",Synset('dazzle.v.01'),vt,01.09.08.04|04
enlighten,clear,1870,True,-1,make free from confusion or ambiguity make clear,Shine/Illuminate,"['clear', 'clear_up', 'shed_light_on', 'crystallize', 'crystallise', 'crystalize', 'crystalise', 'straighten_out', 'sort_out', 'enlighten', 'illuminate', 'elucidate']",Synset('clear.v.10'),vt,01.10.08.04
enlighten,clear_up,1870,True,-1,make free from confusion or ambiguity make clear,Shine/Illuminate,"['clear', 'clear_up', 'shed_light_on', 'crystallize', 'crystallise', 'crystalize', 'crystalise', 'straighten_out', 'sort_out', 'enlighten', 'illuminate', 'elucidate']",Synset('clear.v.10'),vt,01.10.08.04
enlighten,shed_light_on,1870,True,-1,make free from confusion or ambiguity make clear,Shine/Illuminate,"['clear', 'clear_up', 'shed_light_on', 'crystallize', 'crystallise', 'crystalize', 'crystalise', 'straighten_out', 'sort_out', 'enlighten', 'illuminate', 'elucidate']",Synset('clear.v.10'),vt,01.10.08.04
enlighten,crystallize,1870,True,-1,make free from confusion or ambiguity make clear,Shine/Illuminate,"['clear', 'clear_up', 'shed_light_on', 'crystallize', 'crystallise', 'crystalize', 'crystalise', 'straighten_out', 'sort_out', 'enlighten', 'illuminate', 'elucidate']",Synset('clear.v.10'),vt,01.10.08.04
enlighten,crystallise,1870,True,-1,make free from confusion or ambiguity make clear,Shine/Illuminate,"['clear', 'clear_up', 'shed_light_on', 'crystallize', 'crystallise', 'crystalize', 'crystalise', 'straighten_out', 'sort_out', 'enlighten', 'illuminate', 'elucidate']",Synset('clear.v.10'),vt,01.10.08.04
enlighten,crystalize,1870,True,-1,make free from confusion or ambiguity make clear,Shine/Illuminate,"['clear', 'clear_up', 'shed_light_on', 'crystallize', 'crystallise', 'crystalize', 'crystalise', 'straighten_out', 'sort_out', 'enlighten', 'illuminate', 'elucidate']",Synset('clear.v.10'),vt,01.10.08.04
enlighten,crystalise,1870,True,-1,make free from confusion or ambiguity make clear,Shine/Illuminate,"['clear', 'clear_up', 'shed_light_on', 'crystallize', 'crystallise', 'crystalize', 'crystalise', 'straighten_out', 'sort_out', 'enlighten', 'illuminate', 'elucidate']",Synset('clear.v.10'),vt,01.10.08.04
enlighten,straighten_out,1870,True,-1,make free from confusion or ambiguity make clear,Shine/Illuminate,"['clear', 'clear_up', 'shed_light_on', 'crystallize', 'crystallise', 'crystalize', 'crystalise', 'straighten_out', 'sort_out', 'enlighten', 'illuminate', 'elucidate']",Synset('clear.v.10'),vt,01.10.08.04
enlighten,sort_out,1870,True,-1,make free from confusion or ambiguity make clear,Shine/Illuminate,"['clear', 'clear_up', 'shed_light_on', 'crystallize', 'crystallise', 'crystalize', 'crystalise', 'straighten_out', 'sort_out', 'enlighten', 'illuminate', 'elucidate']",Synset('clear.v.10'),vt,01.10.08.04
enlighten,illuminate,1870,True,-1,make free from confusion or ambiguity make clear,Shine/Illuminate,"['clear', 'clear_up', 'shed_light_on', 'crystallize', 'crystallise', 'crystalize', 'crystalise', 'straighten_out', 'sort_out', 'enlighten', 'illuminate', 'elucidate']",Synset('clear.v.10'),vt,01.10.08.04
enlighten,elucidate,1870,True,-1,make free from confusion or ambiguity make clear,Shine/Illuminate,"['clear', 'clear_up', 'shed_light_on', 'crystallize', 'crystallise', 'crystalize', 'crystalise', 'straighten_out', 'sort_out', 'enlighten', 'illuminate', 'elucidate']",Synset('clear.v.10'),vt,01.10.08.04
clear,clean,1870,True,-1,of sound or color free from anything that dulls or dims,Light/Pertaining to naturally occurring light/broad daylight,"['clean', 'clear', 'light', 'unclouded']",Synset('clean.s.03'),adj,01.10.08.06|02
clear,light,1870,True,-1,of sound or color free from anything that dulls or dims,Light/Pertaining to naturally occurring light/broad daylight,"['clean', 'clear', 'light', 'unclouded']",Synset('clean.s.03'),adj,01.10.08.06|02
clear,unclouded,1870,True,-1,of sound or color free from anything that dulls or dims,Light/Pertaining to naturally occurring light/broad daylight,"['clean', 'clear', 'light', 'unclouded']",Synset('clean.s.03'),adj,01.10.08.06|02
gloomful,glooming,1870,True,-1,depressingly dark,Light/Dark/gloomy,"['glooming', 'gloomy', 'gloomful', 'sulky']",Synset('glooming.s.01'),adj,01.10.08.10.02
gloomful,gloomy,1870,True,-1,depressingly dark,Light/Dark/gloomy,"['glooming', 'gloomy', 'gloomful', 'sulky']",Synset('glooming.s.01'),adj,01.10.08.10.02
gloomful,sulky,1870,True,-1,depressingly dark,Light/Dark/gloomy,"['glooming', 'gloomy', 'gloomful', 'sulky']",Synset('glooming.s.01'),adj,01.10.08.10.02
mordant,caustic,1870,True,-1,of a substance especially a strong acid capable of destroying or eating away by chemical action,Not in good condition/corroded/corrosive,"['caustic', 'corrosive', 'erosive', 'vitriolic', 'mordant']",Synset('caustic.s.02'),adj,01.10.10.02|12.02
mordant,corrosive,1870,True,-1,of a substance especially a strong acid capable of destroying or eating away by chemical action,Not in good condition/corroded/corrosive,"['caustic', 'corrosive', 'erosive', 'vitriolic', 'mordant']",Synset('caustic.s.02'),adj,01.10.10.02|12.02
mordant,erosive,1870,True,-1,of a substance especially a strong acid capable of destroying or eating away by chemical action,Not in good condition/corroded/corrosive,"['caustic', 'corrosive', 'erosive', 'vitriolic', 'mordant']",Synset('caustic.s.02'),adj,01.10.10.02|12.02
mordant,vitriolic,1870,True,-1,of a substance especially a strong acid capable of destroying or eating away by chemical action,Not in good condition/corroded/corrosive,"['caustic', 'corrosive', 'erosive', 'vitriolic', 'mordant']",Synset('caustic.s.02'),adj,01.10.10.02|12.02
real,actual,1870,True,-1,being or reflecting the essential or genuine character of something,Of/pertaining to existence/Real/actual/real/pertaining to things,"['actual', 'genuine', 'literal', 'real']",Synset('actual.s.03'),adj,01.11.01.02|02
real,genuine,1870,True,-1,being or reflecting the essential or genuine character of something,Of/pertaining to existence/Real/actual/real/pertaining to things,"['actual', 'genuine', 'literal', 'real']",Synset('actual.s.03'),adj,01.11.01.02|02
real,literal,1870,True,-1,being or reflecting the essential or genuine character of something,Of/pertaining to existence/Real/actual/real/pertaining to things,"['actual', 'genuine', 'literal', 'real']",Synset('actual.s.03'),adj,01.11.01.02|02
dateless,endless,1870,True,-1,having no known beginning and presumably no end,Having/pertaining to duration/Eternal/endless,"['dateless', 'endless', 'sempiternal']",Synset('dateless.s.01'),adj,01.13.02.01
dateless,sempiternal,1870,True,-1,having no known beginning and presumably no end,Having/pertaining to duration/Eternal/endless,"['dateless', 'endless', 'sempiternal']",Synset('dateless.s.01'),adj,01.13.02.01
wheel,bicycle,1870,True,-1,ride a bicycle,Period/Course/cycle of time/turn/cycle/revolve (of time),"['bicycle', 'cycle', 'bike', 'pedal', 'wheel']",Synset('bicycle.v.01'),vi,01.13.04.08|01
wheel,cycle,1870,True,-1,ride a bicycle,Period/Course/cycle of time/turn/cycle/revolve (of time),"['bicycle', 'cycle', 'bike', 'pedal', 'wheel']",Synset('bicycle.v.01'),vi,01.13.04.08|01
wheel,bike,1870,True,-1,ride a bicycle,Period/Course/cycle of time/turn/cycle/revolve (of time),"['bicycle', 'cycle', 'bike', 'pedal', 'wheel']",Synset('bicycle.v.01'),vi,01.13.04.08|01
wheel,pedal,1870,True,-1,ride a bicycle,Period/Course/cycle of time/turn/cycle/revolve (of time),"['bicycle', 'cycle', 'bike', 'pedal', 'wheel']",Synset('bicycle.v.01'),vi,01.13.04.08|01
normally,usually,1870,True,-1,under normal conditions,In manner concerned with behaviour/Habitually/usually/customarily/in the usual/ordinary way,"['normally', 'usually', 'unremarkably', 'commonly', 'ordinarily']",Synset('normally.r.01'),adv,01.15.21.03|04.04
normally,unremarkably,1870,True,-1,under normal conditions,In manner concerned with behaviour/Habitually/usually/customarily/in the usual/ordinary way,"['normally', 'usually', 'unremarkably', 'commonly', 'ordinarily']",Synset('normally.r.01'),adv,01.15.21.03|04.04
normally,commonly,1870,True,-1,under normal conditions,In manner concerned with behaviour/Habitually/usually/customarily/in the usual/ordinary way,"['normally', 'usually', 'unremarkably', 'commonly', 'ordinarily']",Synset('normally.r.01'),adv,01.15.21.03|04.04
normally,ordinarily,1870,True,-1,under normal conditions,In manner concerned with behaviour/Habitually/usually/customarily/in the usual/ordinary way,"['normally', 'usually', 'unremarkably', 'commonly', 'ordinarily']",Synset('normally.r.01'),adv,01.15.21.03|04.04
last,lastly,1870,True,-1,the item at the end,In an orderly manner/In the end/finally/at last,"['last', 'lastly', 'in_conclusion', 'finally']",Synset('last.r.02'),adv,01.16.03.03.04
last,in_conclusion,1870,True,-1,the item at the end,In an orderly manner/In the end/finally/at last,"['last', 'lastly', 'in_conclusion', 'finally']",Synset('last.r.02'),adv,01.16.03.03.04
last,finally,1870,True,-1,the item at the end,In an orderly manner/In the end/finally/at last,"['last', 'lastly', 'in_conclusion', 'finally']",Synset('last.r.02'),adv,01.16.03.03.04
start,startle,1870,True,-1,move or jump suddenly as if in surprise or alarm,"Expect/Surprise, astonish/startle","['startle', 'jump', 'start']",Synset('startle.v.02'),vt,02.01.14.02|02
start,jump,1870,True,-1,move or jump suddenly as if in surprise or alarm,"Expect/Surprise, astonish/startle","['startle', 'jump', 'start']",Synset('startle.v.02'),vt,02.01.14.02|02
fearsome,awful,1870,True,-1,causing fear or dread or terror,Fearful,"['awful', 'dire', 'direful', 'dread', 'dreaded', 'dreadful', 'fearful', 'fearsome', 'frightening', 'horrendous', 'horrific', 'terrible']",Synset('awful.s.02'),adj,02.04.21
fearsome,dire,1870,True,-1,causing fear or dread or terror,Fearful,"['awful', 'dire', 'direful', 'dread', 'dreaded', 'dreadful', 'fearful', 'fearsome', 'frightening', 'horrendous', 'horrific', 'terrible']",Synset('awful.s.02'),adj,02.04.21
fearsome,direful,1870,True,-1,causing fear or dread or terror,Fearful,"['awful', 'dire', 'direful', 'dread', 'dreaded', 'dreadful', 'fearful', 'fearsome', 'frightening', 'horrendous', 'horrific', 'terrible']",Synset('awful.s.02'),adj,02.04.21
fearsome,dread,1870,True,-1,causing fear or dread or terror,Fearful,"['awful', 'dire', 'direful', 'dread', 'dreaded', 'dreadful', 'fearful', 'fearsome', 'frightening', 'horrendous', 'horrific', 'terrible']",Synset('awful.s.02'),adj,02.04.21
fearsome,dreaded,1870,True,-1,causing fear or dread or terror,Fearful,"['awful', 'dire', 'direful', 'dread', 'dreaded', 'dreadful', 'fearful', 'fearsome', 'frightening', 'horrendous', 'horrific', 'terrible']",Synset('awful.s.02'),adj,02.04.21
fearsome,dreadful,1870,True,-1,causing fear or dread or terror,Fearful,"['awful', 'dire', 'direful', 'dread', 'dreaded', 'dreadful', 'fearful', 'fearsome', 'frightening', 'horrendous', 'horrific', 'terrible']",Synset('awful.s.02'),adj,02.04.21
fearsome,fearful,1870,True,-1,causing fear or dread or terror,Fearful,"['awful', 'dire', 'direful', 'dread', 'dreaded', 'dreadful', 'fearful', 'fearsome', 'frightening', 'horrendous', 'horrific', 'terrible']",Synset('awful.s.02'),adj,02.04.21
fearsome,frightening,1870,True,-1,causing fear or dread or terror,Fearful,"['awful', 'dire', 'direful', 'dread', 'dreaded', 'dreadful', 'fearful', 'fearsome', 'frightening', 'horrendous', 'horrific', 'terrible']",Synset('awful.s.02'),adj,02.04.21
fearsome,horrendous,1870,True,-1,causing fear or dread or terror,Fearful,"['awful', 'dire', 'direful', 'dread', 'dreaded', 'dreadful', 'fearful', 'fearsome', 'frightening', 'horrendous', 'horrific', 'terrible']",Synset('awful.s.02'),adj,02.04.21
fearsome,horrific,1870,True,-1,causing fear or dread or terror,Fearful,"['awful', 'dire', 'direful', 'dread', 'dreaded', 'dreadful', 'fearful', 'fearsome', 'frightening', 'horrendous', 'horrific', 'terrible']",Synset('awful.s.02'),adj,02.04.21
fearsome,terrible,1870,True,-1,causing fear or dread or terror,Fearful,"['awful', 'dire', 'direful', 'dread', 'dreaded', 'dreadful', 'fearful', 'fearsome', 'frightening', 'horrendous', 'horrific', 'terrible']",Synset('awful.s.02'),adj,02.04.21
terrorize,terrify,1870,True,-1,fill with terror frighten greatly,Be afraid/fear/Terrify/tyrannize/rule by terror,"['terrify', 'terrorize', 'terrorise']",Synset('terrify.v.01'),vi,02.04.21.10.02|01
terrorize,terrorise,1870,True,-1,fill with terror frighten greatly,Be afraid/fear/Terrify/tyrannize/rule by terror,"['terrify', 'terrorize', 'terrorise']",Synset('terrify.v.01'),vi,02.04.21.10.02|01
browbeat,strong-arm,1870,True,-1,be bossy towards,Be afraid/fear/Intimidate/bully,"['strong-arm', 'bully', 'browbeat', 'bullyrag', 'ballyrag', 'boss_around', 'hector', 'push_around']",Synset('strong-arm.v.02'),vi,02.04.21.10.06
browbeat,bully,1870,True,-1,be bossy towards,Be afraid/fear/Intimidate/bully,"['strong-arm', 'bully', 'browbeat', 'bullyrag', 'ballyrag', 'boss_around', 'hector', 'push_around']",Synset('strong-arm.v.02'),vi,02.04.21.10.06
browbeat,bullyrag,1870,True,-1,be bossy towards,Be afraid/fear/Intimidate/bully,"['strong-arm', 'bully', 'browbeat', 'bullyrag', 'ballyrag', 'boss_around', 'hector', 'push_around']",Synset('strong-arm.v.02'),vi,02.04.21.10.06
browbeat,ballyrag,1870,True,-1,be bossy towards,Be afraid/fear/Intimidate/bully,"['strong-arm', 'bully', 'browbeat', 'bullyrag', 'ballyrag', 'boss_around', 'hector', 'push_around']",Synset('strong-arm.v.02'),vi,02.04.21.10.06
browbeat,boss_around,1870,True,-1,be bossy towards,Be afraid/fear/Intimidate/bully,"['strong-arm', 'bully', 'browbeat', 'bullyrag', 'ballyrag', 'boss_around', 'hector', 'push_around']",Synset('strong-arm.v.02'),vi,02.04.21.10.06
browbeat,hector,1870,True,-1,be bossy towards,Be afraid/fear/Intimidate/bully,"['strong-arm', 'bully', 'browbeat', 'bullyrag', 'ballyrag', 'boss_around', 'hector', 'push_around']",Synset('strong-arm.v.02'),vi,02.04.21.10.06
browbeat,push_around,1870,True,-1,be bossy towards,Be afraid/fear/Intimidate/bully,"['strong-arm', 'bully', 'browbeat', 'bullyrag', 'ballyrag', 'boss_around', 'hector', 'push_around']",Synset('strong-arm.v.02'),vi,02.04.21.10.06
browbeat,bully,1870,True,-1,discourage or frighten with threats or a domineering manner intimidate,Be afraid/fear/Intimidate/bully,"['browbeat', 'bully', 'swagger']",Synset('browbeat.v.02'),vi,02.04.21.10.06
browbeat,swagger,1870,True,-1,discourage or frighten with threats or a domineering manner intimidate,Be afraid/fear/Intimidate/bully,"['browbeat', 'bully', 'swagger']",Synset('browbeat.v.02'),vi,02.04.21.10.06
heroical,heroic,1870,True,-1,having or displaying qualities appropriate for heroes,Courageous/Heroic/pertaining to heroes of antiquity,"['heroic', 'heroical']",Synset('heroic.s.03'),adj,02.04.22.04|04
spoil,rape,1870,True,-1,destroy and strip of its possession,Take/Despoil/prey upon,"['rape', 'spoil', 'despoil', 'violate', 'plunder']",Synset('rape.v.02'),vt,02.06.13.05.05.04
spoil,despoil,1870,True,-1,destroy and strip of its possession,Take/Despoil/prey upon,"['rape', 'spoil', 'despoil', 'violate', 'plunder']",Synset('rape.v.02'),vt,02.06.13.05.05.04
spoil,violate,1870,True,-1,destroy and strip of its possession,Take/Despoil/prey upon,"['rape', 'spoil', 'despoil', 'violate', 'plunder']",Synset('rape.v.02'),vt,02.06.13.05.05.04
spoil,plunder,1870,True,-1,destroy and strip of its possession,Take/Despoil/prey upon,"['rape', 'spoil', 'despoil', 'violate', 'plunder']",Synset('rape.v.02'),vt,02.06.13.05.05.04
affirm,verify,1870,True,-1,to declare or affirm solemnly and formally as true,State/declare/set forth/Asseverate/assert/affirm/positively declare/make statement in affirmative,"['affirm', 'verify', 'assert', 'avow', 'aver', 'swan', 'swear']",Synset('affirm.v.02'),vt,02.07.06.03|01
affirm,assert,1870,True,-1,to declare or affirm solemnly and formally as true,State/declare/set forth/Asseverate/assert/affirm/positively declare/make statement in affirmative,"['affirm', 'verify', 'assert', 'avow', 'aver', 'swan', 'swear']",Synset('affirm.v.02'),vt,02.07.06.03|01
affirm,avow,1870,True,-1,to declare or affirm solemnly and formally as true,State/declare/set forth/Asseverate/assert/affirm/positively declare/make statement in affirmative,"['affirm', 'verify', 'assert', 'avow', 'aver', 'swan', 'swear']",Synset('affirm.v.02'),vt,02.07.06.03|01
affirm,aver,1870,True,-1,to declare or affirm solemnly and formally as true,State/declare/set forth/Asseverate/assert/affirm/positively declare/make statement in affirmative,"['affirm', 'verify', 'assert', 'avow', 'aver', 'swan', 'swear']",Synset('affirm.v.02'),vt,02.07.06.03|01
affirm,swan,1870,True,-1,to declare or affirm solemnly and formally as true,State/declare/set forth/Asseverate/assert/affirm/positively declare/make statement in affirmative,"['affirm', 'verify', 'assert', 'avow', 'aver', 'swan', 'swear']",Synset('affirm.v.02'),vt,02.07.06.03|01
affirm,swear,1870,True,-1,to declare or affirm solemnly and formally as true,State/declare/set forth/Asseverate/assert/affirm/positively declare/make statement in affirmative,"['affirm', 'verify', 'assert', 'avow', 'aver', 'swan', 'swear']",Synset('affirm.v.02'),vt,02.07.06.03|01
acknowledge,recognize,1870,True,-1,express obligation thanks or gratitude for,State/declare/set forth/Acknowledge/recognize/in legal form,"['acknowledge', 'recognize', 'recognise']",Synset('acknowledge.v.04'),vt,02.07.06.13|05
acknowledge,recognise,1870,True,-1,express obligation thanks or gratitude for,State/declare/set forth/Acknowledge/recognize/in legal form,"['acknowledge', 'recognize', 'recognise']",Synset('acknowledge.v.04'),vt,02.07.06.13|05
acknowledge,recognize,1870,True,-1,accept someone to be what is claimed or accept his power and authority,State/declare/set forth/Acknowledge/recognize/in legal form,"['acknowledge', 'recognize', 'recognise', 'know']",Synset('acknowledge.v.06'),vt,02.07.06.13|05
acknowledge,recognise,1870,True,-1,accept someone to be what is claimed or accept his power and authority,State/declare/set forth/Acknowledge/recognize/in legal form,"['acknowledge', 'recognize', 'recognise', 'know']",Synset('acknowledge.v.06'),vt,02.07.06.13|05
acknowledge,know,1870,True,-1,accept someone to be what is claimed or accept his power and authority,State/declare/set forth/Acknowledge/recognize/in legal form,"['acknowledge', 'recognize', 'recognise', 'know']",Synset('acknowledge.v.06'),vt,02.07.06.13|05
dissentient,dissenting,1870,True,-1,disagreeing especially with a majority,Stating/declaring/setting forth/Dissenting/disagreeing,"['dissentient', 'dissenting', 'dissident']",Synset('dissentient.s.02'),adj,02.07.06.20
dissentient,dissident,1870,True,-1,disagreeing especially with a majority,Stating/declaring/setting forth/Dissenting/disagreeing,"['dissentient', 'dissenting', 'dissident']",Synset('dissentient.s.02'),adj,02.07.06.20
inhabit,populate,1870,True,-1,inhabit or live in be an inhabitant of,Inhabit/dwell,"['populate', 'dwell', 'live', 'inhabit']",Synset('populate.v.01'),vi,03.02
inhabit,dwell,1870,True,-1,inhabit or live in be an inhabitant of,Inhabit/dwell,"['populate', 'dwell', 'live', 'inhabit']",Synset('populate.v.01'),vi,03.02
inhabit,live,1870,True,-1,inhabit or live in be an inhabitant of,Inhabit/dwell,"['populate', 'dwell', 'live', 'inhabit']",Synset('populate.v.01'),vi,03.02
inhabit,dwell,1870,True,-1,exist or be situated within,Inhabit/dwell,"['dwell', 'inhabit']",Synset('dwell.v.04'),vi,03.02
emancipated,liberated,1870,True,-1,free from traditional social restraints,Not submissive/Liberating/liberated/from patria potestas,"['emancipated', 'liberated']",Synset('emancipated.s.01'),adj,03.04.10.03.03|05.03
lag,imprison,1870,True,-1,lock up or confine in or as in a jail,Punish/Imprison/transport,"['imprison', 'incarcerate', 'lag', 'immure', 'put_behind_bars', 'jail', 'jug', 'gaol', 'put_away', 'remand']",Synset('imprison.v.01'),vt,03.04.12.05|09
lag,incarcerate,1870,True,-1,lock up or confine in or as in a jail,Punish/Imprison/transport,"['imprison', 'incarcerate', 'lag', 'immure', 'put_behind_bars', 'jail', 'jug', 'gaol', 'put_away', 'remand']",Synset('imprison.v.01'),vt,03.04.12.05|09
lag,immure,1870,True,-1,lock up or confine in or as in a jail,Punish/Imprison/transport,"['imprison', 'incarcerate', 'lag', 'immure', 'put_behind_bars', 'jail', 'jug', 'gaol', 'put_away', 'remand']",Synset('imprison.v.01'),vt,03.04.12.05|09
lag,put_behind_bars,1870,True,-1,lock up or confine in or as in a jail,Punish/Imprison/transport,"['imprison', 'incarcerate', 'lag', 'immure', 'put_behind_bars', 'jail', 'jug', 'gaol', 'put_away', 'remand']",Synset('imprison.v.01'),vt,03.04.12.05|09
lag,jail,1870,True,-1,lock up or confine in or as in a jail,Punish/Imprison/transport,"['imprison', 'incarcerate', 'lag', 'immure', 'put_behind_bars', 'jail', 'jug', 'gaol', 'put_away', 'remand']",Synset('imprison.v.01'),vt,03.04.12.05|09
lag,jug,1870,True,-1,lock up or confine in or as in a jail,Punish/Imprison/transport,"['imprison', 'incarcerate', 'lag', 'immure', 'put_behind_bars', 'jail', 'jug', 'gaol', 'put_away', 'remand']",Synset('imprison.v.01'),vt,03.04.12.05|09
lag,gaol,1870,True,-1,lock up or confine in or as in a jail,Punish/Imprison/transport,"['imprison', 'incarcerate', 'lag', 'immure', 'put_behind_bars', 'jail', 'jug', 'gaol', 'put_away', 'remand']",Synset('imprison.v.01'),vt,03.04.12.05|09
lag,put_away,1870,True,-1,lock up or confine in or as in a jail,Punish/Imprison/transport,"['imprison', 'incarcerate', 'lag', 'immure', 'put_behind_bars', 'jail', 'jug', 'gaol', 'put_away', 'remand']",Synset('imprison.v.01'),vt,03.04.12.05|09
lag,remand,1870,True,-1,lock up or confine in or as in a jail,Punish/Imprison/transport,"['imprison', 'incarcerate', 'lag', 'immure', 'put_behind_bars', 'jail', 'jug', 'gaol', 'put_away', 'remand']",Synset('imprison.v.01'),vt,03.04.12.05|09
launch,establish,1870,True,-1,set up or found,Sell/expose/offer for sale/establish/promote (a product),"['establish', 'set_up', 'found', 'launch']",Synset('establish.v.01'),vt,03.12.12|04.09
launch,set_up,1870,True,-1,set up or found,Sell/expose/offer for sale/establish/promote (a product),"['establish', 'set_up', 'found', 'launch']",Synset('establish.v.01'),vt,03.12.12|04.09
launch,found,1870,True,-1,set up or found,Sell/expose/offer for sale/establish/promote (a product),"['establish', 'set_up', 'found', 'launch']",Synset('establish.v.01'),vt,03.12.12|04.09
resonating,resonant,1872,True,-1,characterized by resonance,Perceived by ear/Resonant/sonorous,"['resonant', 'resonating', 'resounding', 'reverberating', 'reverberative']",Synset('resonant.s.01'),adj,01.09.09.02.03.03
resonating,resounding,1872,True,-1,characterized by resonance,Perceived by ear/Resonant/sonorous,"['resonant', 'resonating', 'resounding', 'reverberating', 'reverberative']",Synset('resonant.s.01'),adj,01.09.09.02.03.03
resonating,reverberating,1872,True,-1,characterized by resonance,Perceived by ear/Resonant/sonorous,"['resonant', 'resonating', 'resounding', 'reverberating', 'reverberative']",Synset('resonant.s.01'),adj,01.09.09.02.03.03
resonating,reverberative,1872,True,-1,characterized by resonance,Perceived by ear/Resonant/sonorous,"['resonant', 'resonating', 'resounding', 'reverberating', 'reverberative']",Synset('resonant.s.01'),adj,01.09.09.02.03.03
rasping,grating,1872,True,-1,unpleasantly harsh or grating in sound,Perceived by ear/Quality of voice/rough/harsh,"['grating', 'gravelly', 'rasping', 'raspy', 'rough', 'scratchy']",Synset('grating.s.01'),adj,01.09.09.02.04.02|19
rasping,gravelly,1872,True,-1,unpleasantly harsh or grating in sound,Perceived by ear/Quality of voice/rough/harsh,"['grating', 'gravelly', 'rasping', 'raspy', 'rough', 'scratchy']",Synset('grating.s.01'),adj,01.09.09.02.04.02|19
rasping,raspy,1872,True,-1,unpleasantly harsh or grating in sound,Perceived by ear/Quality of voice/rough/harsh,"['grating', 'gravelly', 'rasping', 'raspy', 'rough', 'scratchy']",Synset('grating.s.01'),adj,01.09.09.02.04.02|19
rasping,rough,1872,True,-1,unpleasantly harsh or grating in sound,Perceived by ear/Quality of voice/rough/harsh,"['grating', 'gravelly', 'rasping', 'raspy', 'rough', 'scratchy']",Synset('grating.s.01'),adj,01.09.09.02.04.02|19
rasping,scratchy,1872,True,-1,unpleasantly harsh or grating in sound,Perceived by ear/Quality of voice/rough/harsh,"['grating', 'gravelly', 'rasping', 'raspy', 'rough', 'scratchy']",Synset('grating.s.01'),adj,01.09.09.02.04.02|19
slush,splash,1872,True,-1,make a splashing sound,Liquid/Splash/with slush/mud,"['splash', 'splosh', 'slosh', 'slush']",Synset('splash.v.05'),vt,01.10.05.08.04|06
slush,splosh,1872,True,-1,make a splashing sound,Liquid/Splash/with slush/mud,"['splash', 'splosh', 'slosh', 'slush']",Synset('splash.v.05'),vt,01.10.05.08.04|06
slush,slosh,1872,True,-1,make a splashing sound,Liquid/Splash/with slush/mud,"['splash', 'splosh', 'slosh', 'slush']",Synset('splash.v.05'),vt,01.10.05.08.04|06
burn,glow,1872,True,-1,shine intensely as if with heat,Shine/Light emitted in particular manner/glow/shine as if on fire,"['burn', 'glow']",Synset('burn.v.02'),vi,01.10.08.02|04
twinned,duplicate,1872,True,-1,being two identical,Of/belonging to/characterized by relationship/Correlative/twin/forming a pair/couple,"['duplicate', 'matching', 'twin', 'twinned']",Synset('duplicate.s.02'),adj,01.16.01.03|06
twinned,matching,1872,True,-1,being two identical,Of/belonging to/characterized by relationship/Correlative/twin/forming a pair/couple,"['duplicate', 'matching', 'twin', 'twinned']",Synset('duplicate.s.02'),adj,01.16.01.03|06
twinned,twin,1872,True,-1,being two identical,Of/belonging to/characterized by relationship/Correlative/twin/forming a pair/couple,"['duplicate', 'matching', 'twin', 'twinned']",Synset('duplicate.s.02'),adj,01.16.01.03|06
twin,match,1872,True,-1,bring two objects ideas or people together,Relate to/Make equal/be equal to/match,"['match', 'mate', 'couple', 'pair', 'twin']",Synset('match.v.03'),vt,01.16.01.11|01
twin,mate,1872,True,-1,bring two objects ideas or people together,Relate to/Make equal/be equal to/match,"['match', 'mate', 'couple', 'pair', 'twin']",Synset('match.v.03'),vt,01.16.01.11|01
twin,couple,1872,True,-1,bring two objects ideas or people together,Relate to/Make equal/be equal to/match,"['match', 'mate', 'couple', 'pair', 'twin']",Synset('match.v.03'),vt,01.16.01.11|01
twin,pair,1872,True,-1,bring two objects ideas or people together,Relate to/Make equal/be equal to/match,"['match', 'mate', 'couple', 'pair', 'twin']",Synset('match.v.03'),vt,01.16.01.11|01
equilibrate,balance,1872,True,-1,bring into balance or equilibrium,Relate to/Make equal/balance,"['balance', 'equilibrate', 'equilibrize', 'equilibrise']",Synset('balance.v.01'),vt,01.16.01.11|08
equilibrate,equilibrize,1872,True,-1,bring into balance or equilibrium,Relate to/Make equal/balance,"['balance', 'equilibrate', 'equilibrize', 'equilibrise']",Synset('balance.v.01'),vt,01.16.01.11|08
equilibrate,equilibrise,1872,True,-1,bring into balance or equilibrium,Relate to/Make equal/balance,"['balance', 'equilibrate', 'equilibrize', 'equilibrise']",Synset('balance.v.01'),vt,01.16.01.11|08
tepidly,lukewarmly,1872,True,-1,in an unenthusiastically lukewarm manner,Without emotion/lukewarmly/unenthusiastically,"['lukewarmly', 'tepidly']",Synset('lukewarmly.r.01'),adv,02.04.02|05
